,From,To,Value,Gas_price
0,0x1114c78d5de672996d812dc2e1a05b5f33eacdfb,0x000000adf684e05b0e33f8724fff2e9ce8cc6248,0.0,4.059508557377156e-05
0,0xe3d2e4ffc580355e71c980fb41907cec814b0ef6,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,0.0,3.8839341975509913e-05
0,0x111527f1386c6725a2f5986230f3060bdcac041f,0x000000adf684e05b0e33f8724fff2e9ce8cc6248,0.0,7.760192575084247e-05
0,0x9b2dfb8862e3f398b73206c879a1f38136f22908,0x9ea3cda5c2adf0370454b9ee28786a068227b1a4,0.0,3.710098197550992e-05
0,0xff8e06b30e7c540ce6cd7c44115307ae1350abdc,0x881d40237659c251811cec9c364ef91dc08d300c,0.0,3.7713689517946e-05
0,0xf56e0d14f180c199cd2a1f43caafd38458c71a1a,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,9.56098e-05
0,0x0f37c3035159e27712e8b8cb4471732bd180c4ed,0x00000000000001ad428e4906ae43d8f9852d0dd6,865.70328,8.697386035246167e-05
0,0xef3096d8dff2daec35c21fe5074bd3870d23903e,0xf3b0073e3a7f747c7a38b36b805247b222c302a3,0.9537071997221319,5.3779863804890594e-05
0,0x5c013b717d95f8b127cf4e7dad20b80a80011332,0xcffad3200574698b78f32232aa9d63eabd290703,221.85662584581726,5.3779863804890594e-05
0,0xe6e82d6bf44cd624865c86850313e454d4358859,0xf3b0073e3a7f747c7a38b36b805247b222c302a3,1.858694495783681,5.3779863804890594e-05
0,0x1a4cb2141208ade625b1a9f206f06833733ac251,0xcffad3200574698b78f32232aa9d63eabd290703,30.435589904097295,5.3779863804890594e-05
0,0x81ba21819d1b1cd39827f246b36467b902ec76f3,0xcffad3200574698b78f32232aa9d63eabd290703,779.5951677943474,5.3779863804890594e-05
0,0x6187ef7fa4398e91bf4198573491a3ab422bf7e9,0xa76c7d8eb1b40db24ecf1b458286d0436c24a04d,0.0,5.209313240328496e-05
0,0x81d5a4cda3152d2ec9400f353594063176c076f6,0x7ab6c736baf1dac266aab43884d82974a9adcccf,1943.4165385500594,5.050179840016272e-05
0,0x354e9fa5c6ee7e6092158a8c1b203ccac932d66d,0x5229a80040551985565b53ce24512e074b35270e,5.2150799999999995,5.050179840016272e-05
0,0x2fe88b78cd64d9a353e3b7fb0bb68a0041ffc4fa,0xb62132e35a6c13ee1ee0f84dc5d40bad8d815206,0.0,5.050179840016272e-05
0,0xb59e2d196c1607c323255178d5855fe72982c35e,0x6dfc34609a05bc22319fa4cce1d1e2929548c0d7,38.4309327688,4.34242328e-05
0,0x19f494583c7c933be7b0ee58104ddafac1e8adfa,0xdbd324b73f6f85bf9013b75c442021303b635ff9,316.72919199999995,4.2316061975509915e-05
0,0xefb3729bc9c0ee64c718185d612c9538c0323306,0xe008e45935ab51db7e7d3d673d82b6d81200a0c2,0.0,4.2316061975509915e-05
0,0xe0efc23f65b36c1c9c5312fa0d73af9eb0d5ef8c,0x292f04a44506c2fd49bac032e1ca148c35a478c8,44.5455271508,4.1685872799999996e-05
0,0xcf7602a0df2f4a6a59edec5b4a241248ebee24e1,0x209e639a0ec166ac7a1a4ba41968fa967db30221,0.0,4.1446881975509915e-05
0,0xec78b484a28a73f4f1cff23b9cd31aa12c1d9b4e,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0.0,4.1446881975509915e-05
0,0xec78b484a28a73f4f1cff23b9cd31aa12c1d9b4e,0x15d4c048f83bd7e37d49ea4c83a07267ec4203da,0.0,4.1446881975509915e-05
0,0x367330ccb79f9ad0720e1a4b905ad128b6025f44,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,4.0925373975509914e-05
