,From,To,Value,Gas_price
0,0x580986e5b64949a14c2c8d71ee2d81d3a517d978,0xcffad3200574698b78f32232aa9d63eabd290703,431.0507197022923,0.00011006096655750667
0,0xcfb7e94d71ab3c65479dacd9d8f2159184ca17ed,0xcffad3200574698b78f32232aa9d63eabd290703,2.6010688727603246,0.00011006096655750667
0,0xb8122b25da3c291081200b2c6477d055077eeda7,0xcffad3200574698b78f32232aa9d63eabd290703,199.92431970229237,0.00011006096655750667
0,0x3bd2b7f11841e40e751a0d6a87ba66d42462cbe0,0xcffad3200574698b78f32232aa9d63eabd290703,888.7750171084722,0.00011006096655750667
0,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,0x3845badade8e6dff049820680d1f14bd3903a5d0,0.0,0.0001075748938
0,0x8a01fa5a77311bbcf29e293d8ecb48707cfdb700,0x929832b1f1515cf02c9548a0ff454f1b0e216b18,0.0,0.00010346271789763195
0,0x7c3cbfae4ee2a24fd57721d2b2db533f63990128,0x1111111254fb6c44bac0bed2854e76f90643097d,0.0,9.1787093106461e-05
0,0xad67d3a4fe6040ccb8ae703a443202ec6b9e4a0f,0xd1742b3c4fbb096990c8950fa635aec75b30781a,0.0,9.13775992625491e-05
0,0x52ddc6234ae823100127dc0943dde2bbb8f9a128,0x2315441fd0086a5f8576f11d90b5364818e26a26,384.936107764,8.621893158063768e-05
0,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,8.522786e-05
0,0xfdf78d0fc5a6df12d14e6e901c2f441a02311ee5,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,8.233878e-05
0,0x04bcc8c6a277b24f0ba64d95946592bad0b2a83c,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,8.233878e-05
0,0x2f2e810895ee4290d1e2e193e8e2f42c7314c404,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,8.190541799999999e-05
0,0x120051a72966950b8ce12eb5496b5d1eeec1541b,0x7db5af2b9624e1b3b4bb69d6debd9ad1016a58ac,0.0,8.053146526508796e-05
0,0xfbb1b73c4f0bda4f67dca266ce6ef42f520fbb98,0x600a292a9002aa75b76633d67b42a8934ce03615,0.0,7.997488221908106e-05
0,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x860052229c0da6eebbc6d903a6eeee3f328686ba,77.819681064,7.94497e-05
0,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x6708c0d35c56b6603f93ff9de1509d625725037f,22.881513599999998,7.94497e-05
0,0x91bd747c68d992ce0eb3aa17cafaad448eb10d90,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,7.800516e-05
0,0xfed45612736f277c0da4569a9e0abc94dfa539a7,0x12171f360c1dd933d480ef6ef9bf86d9fa66d4b5,60.09888225362039,7.656062e-05
0,0x65d0feaf07dd135fefd47b107341d44df7d9d79c,0xfc50922d62d915cfbed4b7635b79a96ca35476fc,1188.0138474254966,7.367154e-05
0,0xfebf7752874b9070e071b3c82c162d8c4c74a292,0x043cfe6688be466b59efa31886d9b08cbfdd5877,0.0,7.115403925099279e-05
0,0xc3ae71fe59f5133ba180cbbd76536a70dec23d40,0x52a9281bfc6e50942308fc835c2b716c0b8b5f3d,36.1135,7.115403925099279e-05
0,0xefb3729bc9c0ee64c718185d612c9538c0323306,0xe008e45935ab51db7e7d3d673d82b6d81200a0c2,0.0,7.115403925099279e-05
0,0x437c840eb5cc2a98470a137fba0d443f115f1ce1,0x91c8d7e4080bed28e26fce1b87caccfaf7bbf794,144.454,7.11517543036225e-05
0,0x72266bdecc5b83c9a6ef33b9835adf6fee868832,0x14963240829df24b6d8767643ce82c4942fc289c,116.83593276087501,7.078246e-05
0,0xfd74e361244a2e4eb807583969943eec01b60ffc,0xb61cf66c9cb1f42fe178e9f38c948b6f0ba91373,794.4970000000001,7.043176925099277e-05
0,0xb18ccf69940177f3ec62920ddb2a08ef7cb16e8f,0xd249942f6d417cbfdcb792b1229353b66c790726,0.0,6.994648711761458e-05
0,0x974caa59e49682cda0ad2bbe82983419a2ecc400,0x81222adf760618acdf8b2e40dbf82aba06d455b7,43.3362,6.979600935259015e-05
0,0xbea87e911cd8e0138527bbb1d685bb512d19375e,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,6.979600935259015e-05
0,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0x68470b42adb5da3bc75fe7a4c724c8c056226980,205.57248739999997,6.970949925099278e-05
0,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xeedf2d7b71254b7ba45cae9c1d9bba79b5f50d7a,510.22597340000004,6.970949925099278e-05
0,0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x87593479dd8df93fb14f7609ae4568e7554ab3db,773.93036175,6.970949925099278e-05
0,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,6.970949925099278e-05
0,0x28c6c06298d514db089934071355e5743bf21d60,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0.0,6.970949925099278e-05
0,0xddf00df6408952199fd9f8e057c322b2e9ecf497,0xe66b31678d6c16e9ebf358268a790b763c133750,24.264987630571824,6.970949925099278e-05
0,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x5c331be0c09dafaccf53551f0e4aa5e088196321,142.720552,6.970949925099278e-05
0,0x28c6c06298d514db089934071355e5743bf21d60,0xdbdb4d16eda451d0503b854cf79d55697f90c8df,0.0,6.970949925099278e-05
0,0xf89d7b9c864f589bbf53a82105107622b35eaa40,0x06f3a797e15d2d4e11d0b282fc5c7aa7d99fc966,7236.292471357,6.970949925099278e-05
0,0x50be13b54f3eebbe415d20250598d81280e56772,0x514910771af9ca656af840dff83e8264ecf986ca,0.0,6.970949925099278e-05
0,0xb8ba36e591facee901ffd3d5d82df491551ad7ef,0xfc097d73765e1542b9d19e09a55e7e8c081c5805,3.683577,6.970949925099278e-05
0,0xe1939b2bca37d596069747267732a59fecdb1a1b,0x781b0e6a338ed791b9b16df1a5f64c66e6b236b5,417.02569714,6.970949925099278e-05
0,0x95b564f3b3bae3f206aa418667ba000afafacc8a,0x4e15361fd6b4bb609fa63c81a2be19d873717870,0.0,6.970949925099278e-05
0,0x0ddfb9016be9642951877fe4c71b1064040c676b,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,6.970949925099278e-05
