,From,To,Value,Gas_price
0,0x872f8a8847129c7c3de5ad4cc8e9b2468763dbdf,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0.00012156620000000001
0,0x690b9a9e9aa1c9db991c7721a92d351db4fac990,0xdbcf1f4f93d32118949a9af08d63fe0905482f39,3138.2783938884036,0.00011982954
0,0x5bcbdfb6cc624b959c39a2d16110d1f2d9204f72,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,9.0930381216529e-05
0,0xffec0067f5a79cff07527f63d83dd5462ccf8ba4,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,8.90211916e-05
0,0x5bdf85216ec1e38d6458c870992a69e38e03f7ef,0xf57e7e7c23978c3caec3c3548e3d615c346e79ff,0.0,7.231512631483171e-05
0,0x46340b20830761efd32832a74d7169b29feb9758,0xf411903cbc70a74d22900a5de66a2dda66507255,0.0,7.001656757697757e-05
0,0x46340b20830761efd32832a74d7169b29feb9758,0x9c4c325886d781cc604d6ddb87310ceadceb3039,116.37358660000001,7.001656757697757e-05
0,0x46340b20830761efd32832a74d7169b29feb9758,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,7.001656757697757e-05
0,0x71779971a32edf62bd85092993902c5d65723ebd,0x8dc89f4716e027394bba225b82328c1ea2ea58bf,0.0,7.001656757697757e-05
0,0x46340b20830761efd32832a74d7169b29feb9758,0x18aaa7115705e8be94bffebde57af9bfc265b998,0.0,7.001656757697757e-05
0,0xe2bacab2a96b92d96f864b7022788e39fee9afd2,0xc8807f0f5ba3fa45ffbdc66928d71c5289249014,0.0,6.449393874553962e-05
0,0xeda8f6e5ad13eeba06b46277e3e318ea9585511f,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,6.137800731985458e-05
0,0x3607f8cf9394787bc4cc2e10b4b9babc3536e4b5,0x8c0967a74a6c0092f9fc55db1cba7091c5b7e11e,72.53768453265589,5.950328399257686e-05
0,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x421e6f63c66a521fea1f4edd658cdeafea5cd83b,12.15662,5.730978e-05
0,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0xe62ad85fb2864111c04cdbc67eb03ce28d5b2835,12.15662,5.730978e-05
0,0x05804dfa95c30b058bc9b43199787f74b70e7614,0xfca9f4b4583557e274ef0b1916078529cdfa7c1f,1621.2185549444216,5.720641873440848e-05
0,0x533336f6627f228ddf6e6a95229ab6de236abc49,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,63.45026401422248,5.63555573927067e-05
0,0x94afd2b62a4d06f7509b69fd5722d1518551e7be,0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b,208.3992,5.470479e-05
0,0x38a024a6e90142467f0373fae2383c0f17f07f50,0xbbb3dec00f245dba43b50fc48db757f8ed2ffc8d,421.7938762155429,5.4672961926527846e-05
0,0xe93685f3bba03016f02bd1828badd6195988d950,0x902f09715b6303d4173037652fa7377e5b98089e,0.0,5.455822872991741e-05
0,0x4f0326d14097df72b0d46f75f05798515c7820cd,0xfaed2673cdfba7e2979e811e2b23e2aa6148f38b,3.7903943425785154,5.41484906082645e-05
0,0x4da4e880432371a58b4d01340ca39305655ee833,0xf411903cbc70a74d22900a5de66a2dda66507255,0.0,5.3923292998263345e-05
0,0xb4b57125af2acf9bf605a9d9c3d256537876f65a,0xadb6671f9a4f80d5ef59a6d96e2db4ef14f563a5,0.0,5.157880200000001e-05
0,0xfffe695cb09f056e0ddfdd8f0e447037610c945b,0x79d45982ff79f643cebb526a4ea4cb986585d9da,17.4955643716,5.036314e-05
0,0xa4e5961b58dbe487639929643dcb1dc3848daf5e,0x1016cad7987e6fbea26cfa771fa6aaebd6056a18,6.3214424000000005,5.036314e-05
0,0x9e9e2b318b3b6ab3a0176c5f580aafcd8a1062d3,0xd3b75346d31e4427dc423575afcdf8aec4ec38a6,0.0,4.94089173927067e-05
0,0xbee21db6beb45057bb404f3f911ce8791708bd08,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,86.83300000000001,4.94089173927067e-05
0,0x8216874887415e2650d12d53ff53516f04a74fd7,0xc654eac96f7ee0cb5e66ed115de6234be3264dc1,19.624258,4.87403032927067e-05
0,0xdb044b8298e04d442fdbe5ce01b8cc8f77130e33,0xb84b2a04d4e3f09d92c8995121decbefa84c093f,566.5658570414,4.87055700927067e-05
0,0x46705dfff24256421a05d056c29e81bdc09723b8,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,4.80195893927067e-05
0,0x46705dfff24256421a05d056c29e81bdc09723b8,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,4.80195893927067e-05
0,0x30741289523c2e4d2a62c7d6722686d14e723851,0xaa8330fb2b4d5d07abfe7a72262752a8505c6b37,0.0,4.80195893927067e-05
0,0x4128e2c242ad994c5cd363291a8266945e09e86d,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0.0,4.7738450138243556e-05
0,0x06d3a30cbb00660b85a30988d197b1c282c6dcb6,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,4.7672257392706704e-05
0,0x6cc5f688a315f3dc28a7781717a9a798a59fda7b,0xf4d2888d29d722226fafa5d9b24f9164c092421e,0.0,4.7672257392706704e-05
0,0xd3705ab4034177515130d7689f5b6c7673aab184,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,0.0,4.7672257392706704e-05
0,0xd7c644589252eee6156c8f06a09741f053815013,0xe41d2489571d322189246dafa5ebde1f4699f498,0.0,4.7672257392706704e-05
0,0xdfd5293d8e347dfe59e90efd55b2956a1343963d,0x4c164c51702ea1a45d80d66ac158fa760f6141a0,67.382408,4.7672257392706704e-05
0,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0.0,4.7672257392706704e-05
0,0x4976a4a02f38326660d17bf34b431dc6e2eb2327,0x6e1664fc2b8160727100552c97defb2b6683f473,604.8613114,4.7672257392706704e-05
0,0x3ab28ecedea6cdb6feed398e93ae8c7b316b1182,0x9d71ce49ab8a0e6d2a1e7bfb89374c9392fd6804,0.0,4.7672257392706704e-05
0,0xfdb2c5d57e1db5b1d57afabdd0a78fea1b922865,0xd04e772bc0d591fbd288f2e2a86afa3d3cb647f8,0.0,4.7672257392706704e-05
0,0xe3031c1bfaa7825813c562cbdcc69d96fcad2087,0x482f7fb8418c092074096f3d528650297a0198db,0.0,4.7672257392706704e-05
0,0xaa3731e72d8f66b963e8e18b16a13ed38a8c3357,0x5dee90ca7aea1df95075ea8b417bb497a36b3cf3,0.0,4.7672257392706704e-05
